Participant(s)	Technology	Multi_Details	Submission_Name	Type	challenge_cat	FP.al	FP.gt	METRIC.F1_Score	METRIC.Precision	METRIC.Recall	QUERY.FP	QUERY.TP	TRUTH.FN	TRUTH.TP
YUI27	ILLUMINA	NA	YUI27	SNP	All Benchmark Regions	4007	5003	0.989879	0.988111	0.991652	40046	3328339	28011	3327586
YUI27	ILLUMINA	NA	YUI27	SNP	Difficult-to-Map Regions	2383	3456	0.899321	0.894536	0.904158	28121	238519	25284	238525
YUI27	ILLUMINA	NA	YUI27	SNP	MHC	1081	89	0.937792	0.903467	0.974827	2127	19907	518	20060
YUI27	ILLUMINA	NA	YUI27	SNVandINDEL	All Benchmark Regions	4428	9584	0.989382201	0.987903198	0.99086564	47181	3853106	35323	3831724
YUI27	ILLUMINA	NA	YUI27	SNVandINDEL	Difficult-to-Map Regions	2559	3709	0.89907013	0.894545968	0.903640288	29892	253568	27013	253322
YUI27	ILLUMINA	NA	YUI27	SNVandINDEL	MHC	1208	104	0.936275151	0.901320966	0.974049839	2383	21766	579	21733
Canadian Center for Computational Genomics 	PACBIO	NA	McGill - (C3G) submission v1	INDEL	All Benchmark Regions	5650	4475	0.940173928	0.927938942	0.952738386	37551	483966	24014	484114
Canadian Center for Computational Genomics 	PACBIO	NA	McGill - (C3G) submission v1	INDEL	Difficult-to-Map Regions	211	60	0.955079071	0.938897069	0.971831488	1038	15970	464	16025
Canadian Center for Computational Genomics 	PACBIO	NA	McGill - (C3G) submission v1	INDEL	MHC	90	17	0.919176278	0.918230283	0.920217174	137	1583	135	1557
Canadian Center for Computational Genomics 	PACBIO	NA	McGill - (C3G) submission v1	SNP	All Benchmark Regions	2508	690	0.9974415	0.996592998	0.9982905	11411	3338761	5715	3337806
Canadian Center for Computational Genomics 	PACBIO	NA	McGill - (C3G) submission v1	SNP	Difficult-to-Map Regions	698	390	0.979883797	0.969506407	0.990486473	8134	258924	2485	258821
Canadian Center for Computational Genomics 	PACBIO	NA	McGill - (C3G) submission v1	SNP	MHC	116	23	0.983566186	0.980228307	0.986993911	216	19872	262	19892
Canadian Center for Computational Genomics 	PACBIO	NA	McGill - (C3G) submission v1	SNVandINDEL	All Benchmark Regions	8158	5165	0.989806102	0.987343624	0.992280937	48964	3822728	29730	3821921
Canadian Center for Computational Genomics 	PACBIO	NA	McGill - (C3G) submission v1	SNVandINDEL	Difficult-to-Map Regions	909	450	0.978405734	0.967673966	0.989379025	9173	274894	2950	274847
Canadian Center for Computational Genomics 	PACBIO	NA	McGill - (C3G) submission v1	SNVandINDEL	MHC	223	41	0.978550642	0.97536878	0.98182191	394	21455	397	21449
Seven Bridges Genomics	ILLUMINA	NA	Seven Bridges GRAF - Illumina	INDEL	All Benchmark Regions	234	1153	0.994425996	0.996397	0.992462489	1894	523856	3829	504299
Seven Bridges Genomics	ILLUMINA	NA	Seven Bridges GRAF - Illumina	INDEL	Difficult-to-Map Regions	44	162	0.938095009	0.961568933	0.915741469	605	15150	1389	15101
Seven Bridges Genomics	ILLUMINA	NA	Seven Bridges GRAF - Illumina	INDEL	MHC	9	2	0.98939899	0.991746339	0.987062478	14	1734	21	1670
Seven Bridges Genomics	ILLUMINA	NA	Seven Bridges GRAF - Illumina	SNP	All Benchmark Regions	428	2415	0.995243498	0.997834	0.99266599	7212	3322242	24517	3319000
Seven Bridges Genomics	ILLUMINA	NA	Seven Bridges GRAF - Illumina	SNP	Difficult-to-Map Regions	306	2108	0.941739818	0.9751235	0.910566873	6076	238159	23368	237937
Seven Bridges Genomics	ILLUMINA	NA	Seven Bridges GRAF - Illumina	SNP	MHC	23	33	0.992497502	0.996428937	0.988597668	71	19910	227	19924
Seven Bridges Genomics	ILLUMINA	NA	Seven Bridges GRAF - Illumina	SNVandINDEL	All Benchmark Regions	663	3567	0.995132179	0.997637694	0.992639224	9107	3846101	28346	3823301
Seven Bridges Genomics	ILLUMINA	NA	Seven Bridges GRAF - Illumina	SNVandINDEL	Difficult-to-Map Regions	352	2270	0.94152103	0.974301814	0.910874633	6681	253310	24757	253039
Seven Bridges Genomics	ILLUMINA	NA	Seven Bridges GRAF - Illumina	SNVandINDEL	MHC	32	35	0.992250838	0.996052287	0.988478677	85	21643	249	21594
HB8P3	ILLUMINA	NA	HB8P3	INDEL	All Benchmark Regions	361	1889	0.992873991	0.993745992	0.99200399	3308	525726	4062	504066
HB8P3	ILLUMINA	NA	HB8P3	INDEL	Difficult-to-Map Regions	121	161	0.922079858	0.937209957	0.907430755	1018	15201	1526	14963
HB8P3	ILLUMINA	NA	HB8P3	INDEL	MHC	34	18	0.940567602	0.958202798	0.923570432	75	1717	129	1563
HB8P3	ILLUMINA	NA	HB8P3	SNP	All Benchmark Regions	1010	2682	0.993559492	0.996301999	0.99083148	12297	3313724	30648	3312866
HB8P3	ILLUMINA	NA	HB8P3	SNP	Difficult-to-Map Regions	719	2212	0.927414242	0.958849818	0.897974379	10069	234644	26656	234647
HB8P3	ILLUMINA	NA	HB8P3	SNP	MHC	183	130	0.937661993	0.974898166	0.903165281	465	18081	1951	18202
HB8P3	ILLUMINA	NA	HB8P3	SNVandINDEL	All Benchmark Regions	1372	4571	0.993462694	0.995951564	0.990986236	15605	3839453	34710	3816934
HB8P3	ILLUMINA	NA	HB8P3	SNVandINDEL	Difficult-to-Map Regions	842	2373	0.927083198	0.957504774	0.898535517	11087	249845	28182	249610
HB8P3	ILLUMINA	NA	HB8P3	SNVandINDEL	MHC	217	148	0.937830642	0.973427015	0.904745901	540	19798	2080	19765
4GKR1	MULTI	ILLUMINAPACBIO	4GKR1	INDEL	All Benchmark Regions	610	1901	0.993247998	0.994400997	0.992096999	2960	525755	4016	504113
4GKR1	MULTI	ILLUMINAPACBIO	4GKR1	INDEL	Difficult-to-Map Regions	66	161	0.964045977	0.970385867	0.957787846	489	16041	696	15794
4GKR1	MULTI	ILLUMINAPACBIO	4GKR1	INDEL	MHC	17	16	0.929309117	0.976372619	0.886576671	39	1643	192	1500
4GKR1	MULTI	ILLUMINAPACBIO	4GKR1	SNP	All Benchmark Regions	593	2774	0.99683	0.997718	0.9959445	7619	3330858	13560	3329961
4GKR1	MULTI	ILLUMINAPACBIO	4GKR1	SNP	Difficult-to-Map Regions	343	2278	0.968864499	0.977303475	0.960569994	5829	251001	10303	251003
4GKR1	MULTI	ILLUMINAPACBIO	4GKR1	SNP	MHC	55	149	0.93505172	0.986552873	0.888661437	239	17796	2244	17910
4GKR1	MULTI	ILLUMINAPACBIO	4GKR1	SNVandINDEL	All Benchmark Regions	1206	4676	0.996349663	0.99726419	0.995436812	10579	3856616	17575	3834077
4GKR1	MULTI	ILLUMINAPACBIO	4GKR1	SNVandINDEL	Difficult-to-Map Regions	411	2439	0.968574558	0.976884908	0.960404441	6319	267042	10999	266797
4GKR1	MULTI	ILLUMINAPACBIO	4GKR1	SNVandINDEL	MHC	72	165	0.934571221	0.985682786	0.888499952	278	19439	2436	19410
MECML	MULTI	ILLUMINAPACBIO	MECML	INDEL	All Benchmark Regions	584	1896	0.994121999	0.994455998	0.993788	2936	526651	3156	504973
MECML	MULTI	ILLUMINAPACBIO	MECML	INDEL	Difficult-to-Map Regions	75	161	0.966126523	0.969853282	0.962428169	501	16119	619	15870
MECML	MULTI	ILLUMINAPACBIO	MECML	INDEL	MHC	14	18	0.931209924	0.977352486	0.88923034	38	1654	187	1505
MECML	MULTI	ILLUMINAPACBIO	MECML	SNP	All Benchmark Regions	682	2765	0.9968885	0.9976915	0.996087	7708	3331302	13083	3330438
MECML	MULTI	ILLUMINAPACBIO	MECML	SNP	Difficult-to-Map Regions	416	2277	0.968822999	0.977011471	0.960770991	5907	251052	10251	251056
MECML	MULTI	ILLUMINAPACBIO	MECML	SNP	MHC	57	148	0.937101991	0.986607206	0.892332324	239	17866	2169	17984
MECML	MULTI	ILLUMINAPACBIO	MECML	SNVandINDEL	All Benchmark Regions	1269	4661	0.996515508	0.997248386	0.995783706	10644	3857956	16240	3835413
MECML	MULTI	ILLUMINAPACBIO	MECML	SNVandINDEL	Difficult-to-Map Regions	494	2438	0.968658836	0.976576329	0.960868728	6408	267171	10870	266926
MECML	MULTI	ILLUMINAPACBIO	MECML	SNVandINDEL	MHC	71	166	0.936612525	0.985815578	0.892091344	277	19519	2357	19488
DRAGEN	ILLUMINA	NA	DRAGEN Experimental Extension into Difficult Regions	INDEL	All Benchmark Regions	242	703	0.997079497	0.997287499	0.996870493	1437	528477	1589	506539
DRAGEN	ILLUMINA	NA	DRAGEN Experimental Extension into Difficult Regions	INDEL	Difficult-to-Map Regions	36	133	0.968817851	0.974478898	0.963222645	420	16128	606	15883
DRAGEN	ILLUMINA	NA	DRAGEN Experimental Extension into Difficult Regions	INDEL	MHC	17	8	0.978161195	0.983467321	0.972912516	30	1834	45	1646
DRAGEN	ILLUMINA	NA	DRAGEN Experimental Extension into Difficult Regions	SNP	All Benchmark Regions	375	2825	0.997073496	0.997730998	0.996416994	7576	3332359	11973	3331542
DRAGEN	ILLUMINA	NA	DRAGEN Experimental Extension into Difficult Regions	SNP	Difficult-to-Map Regions	229	2155	0.969369987	0.978114902	0.960780563	5610	251050	10245	251058
DRAGEN	ILLUMINA	NA	DRAGEN Experimental Extension into Difficult Regions	SNP	MHC	43	48	0.982933779	0.993555659	0.972537021	119	19440	553	19600
DRAGEN	ILLUMINA	NA	DRAGEN Experimental Extension into Difficult Regions	SNVandINDEL	All Benchmark Regions	619	3528	0.997073322	0.997670306	0.996477053	9013	3860838	13562	3838083
DRAGEN	ILLUMINA	NA	DRAGEN Experimental Extension into Difficult Regions	SNVandINDEL	Difficult-to-Map Regions	265	2288	0.96933616	0.97789516	0.960925693	6031	267178	10851	266942
DRAGEN	ILLUMINA	NA	DRAGEN Experimental Extension into Difficult Regions	SNVandINDEL	MHC	60	56	0.982518784	0.992678342	0.972565387	148	21274	599	21246
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v1	INDEL	All Benchmark Regions	66448	128382	0.379067458	0.367043481	0.391907504	350073	203003	308988	199140
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v1	INDEL	Difficult-to-Map Regions	1271	3365	0.394750944	0.402486554	0.387326215	9475	6382	10103	6387
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v1	INDEL	MHC	345	425	0.349282263	0.354771647	0.343968987	1085	596	1110	582
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v1	SNP	All Benchmark Regions	4788	2062	0.995550488	0.993217955	0.9978935	22768	3337721	7042	3336479
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v1	SNP	Difficult-to-Map Regions	1144	595	0.967677214	0.944763706	0.991732987	15140	259243	2160	259146
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v1	SNP	MHC	54	40	0.98966314	0.99451047	0.98486346	109	19852	304	19849
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v1	SNVandINDEL	All Benchmark Regions	71239	130445	0.911289088	0.904725621	0.917948514	372865	3540725	316031	3535619
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v1	SNVandINDEL	Difficult-to-Map Regions	2418	3960	0.935045633	0.915123679	0.955855131	24633	265626	12263	265534
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v1	SNVandINDEL	MHC	401	472	0.940002314	0.944819466	0.935234061	1194	20448	1415	20431
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v2	INDEL	All Benchmark Regions	72621	127938	0.38487795	0.369221512	0.40192338	355743	208232	303899	204229
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v2	INDEL	Difficult-to-Map Regions	7555	3316	0.538772939	0.430084602	0.720984395	15939	12028	4601	11889
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v2	INDEL	MHC	2	0	0.150503678	0.974066618	0.081551898	3	147	1554	138
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v2	SNP	All Benchmark Regions	4190	3453	0.990432451	0.994851454	0.986051447	17037	3298068	46624	3296885
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v2	SNP	Difficult-to-Map Regions	598	2028	0.934587727	0.961423055	0.90920942	9506	237626	23720	237583
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v2	SNP	MHC	12	20	0.185221193	0.977110962	0.102313819	47	2058	18090	2062
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v2	SNVandINDEL	All Benchmark Regions	76812	131391	0.906434203	0.903892714	0.908990116	372811	3506300	350529	3501114
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v2	SNVandINDEL	Difficult-to-Map Regions	8153	5344	0.902695154	0.907402255	0.898036638	25472	249655	28321	249472
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v2	SNVandINDEL	MHC	14	20	0.182585774	0.976878787	0.100709864	51	2205	19644	2200
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v3	INDEL	All Benchmark Regions	74057	127201	0.387148461	0.370176563	0.405754098	357718	210248	301953	206175
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v3	INDEL	Difficult-to-Map Regions	8974	2587	0.576442968	0.439299196	0.838081693	17906	14029	2670	13820
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v3	INDEL	MHC	17	0	0.159636278	0.884274125	0.08774246	20	157	1544	148
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v3	SNP	All Benchmark Regions	5281	2074	0.992073968	0.991460434	0.99268849	28573	3320252	24441	3319076
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v3	SNP	Difficult-to-Map Regions	1689	649	0.958316848	0.925004473	0.99412099	21047	259807	1536	259770
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v3	SNP	MHC	15	9	0.200169262	0.980219159	0.111472405	43	2242	17905	2247
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v3	SNVandINDEL	All Benchmark Regions	79340	129275	0.90826006	0.901369509	0.915256808	386317	3530500	326396	3525251
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v3	SNVandINDEL	Difficult-to-Map Regions	10664	3237	0.926914194	0.875411091	0.984857843	38967	273837	4206	273591
Lab of Systems and Network Biology 	MULTI	ILLUMINAPACBIO	Deepvariant_Clair_v3	SNVandINDEL	MHC	32	9	0.197068762	0.973137134	0.109640146	63	2400	19449	2395
0O7FL	MULTI	ILLUMINAPACBIOONT	0O7FL	INDEL	All Benchmark Regions	2387	316	0.989122	0.993398	0.984881499	3468	521820	7682	500447
0O7FL	MULTI	ILLUMINAPACBIOONT	0O7FL	INDEL	Difficult-to-Map Regions	81	21	0.965560494	0.971831795	0.959370418	463	15992	670	15820
0O7FL	MULTI	ILLUMINAPACBIOONT	0O7FL	INDEL	MHC	11	0	0.229807433	0.939904709	0.130907864	14	226	1470	221
0O7FL	MULTI	ILLUMINAPACBIOONT	0O7FL	SNP	All Benchmark Regions	1372	162	0.995186993	0.997640496	0.992745491	7845	3320443	24251	3319266
0O7FL	MULTI	ILLUMINAPACBIOONT	0O7FL	SNP	Difficult-to-Map Regions	351	119	0.977395972	0.9790505	0.97574638	5458	255065	6336	254969
0O7FL	MULTI	ILLUMINAPACBIOONT	0O7FL	SNP	MHC	74	11	0.442788118	0.965405234	0.287555561	189	5795	14334	5795
0O7FL	MULTI	ILLUMINAPACBIOONT	0O7FL	SNVandINDEL	All Benchmark Regions	3759	479	0.994378108	0.997062566	0.991708066	11316	3842265	31934	3819715
0O7FL	MULTI	ILLUMINAPACBIOONT	0O7FL	SNVandINDEL	Difficult-to-Map Regions	432	140	0.97669415	0.978621374	0.974774573	5921	271057	7006	270789
0O7FL	MULTI	ILLUMINAPACBIOONT	0O7FL	SNVandINDEL	MHC	87	12	0.428237104	0.964401276	0.275464132	204	6022	15805	6018
61YRJ	MULTI	ILLUMINAPACBIOONT	61YRJ	INDEL	All Benchmark Regions	2067	310	0.987866999	0.9934375	0.982357496	3438	520449	8964	499165
61YRJ	MULTI	ILLUMINAPACBIOONT	61YRJ	INDEL	Difficult-to-Map Regions	134	19	0.937546488	0.951865289	0.923652665	778	15394	1258	15231
61YRJ	MULTI	ILLUMINAPACBIOONT	61YRJ	INDEL	MHC	28	8	0.474672765	0.905634254	0.321738782	56	561	1147	544
61YRJ	MULTI	ILLUMINAPACBIOONT	61YRJ	SNP	All Benchmark Regions	1516	205	0.99511249	0.997494999	0.992741971	8338	3320465	24253	3319254
61YRJ	MULTI	ILLUMINAPACBIOONT	61YRJ	SNP	Difficult-to-Map Regions	388	128	0.975981954	0.978586991	0.973390889	5568	254458	6952	254354
61YRJ	MULTI	ILLUMINAPACBIOONT	61YRJ	SNP	MHC	268	44	0.474850193	0.89796443	0.323670936	719	6522	13561	6523
61YRJ	MULTI	ILLUMINAPACBIOONT	61YRJ	SNVandINDEL	All Benchmark Regions	3585	517	0.994149908	0.996943331	0.991372105	11776	3840916	33221	3818421
61YRJ	MULTI	ILLUMINAPACBIOONT	61YRJ	SNVandINDEL	Difficult-to-Map Regions	524	147	0.973719766	0.977022399	0.970439424	6346	269853	8210	269585
61YRJ	MULTI	ILLUMINAPACBIOONT	61YRJ	SNVandINDEL	MHC	297	53	0.474975971	0.898590196	0.32362026	775	7086	14710	7070
